,country,region,incgroup4,parent,child,MEANp,MEANc,SDp,SDc,CAT,DIF,CAT_ISCED0,CAT_ISCED1,CAT_ISCED2,CAT_ISCED34,GEI %,Gender Economic Participation and Opportunity Equality %,Gender Education Attainment Equality %,Gender Health and Survival Equality %,Gender Political Empowerment,sub-region,Political Instability Estimate,IQ,Average Income (USD),"Education expenditure
per inhabitant (USD)","Daily maximum
temperature Celsius"
1317,France,Europe & Central Asia,High income,dad,all,8.0736856,12.73154,4.7452817,3.4800382,0.70967966,5.2860894,0.99371934,0.84839851,0.90046388,0.37468439,0.784,0.71,1.0,0.97,0.457,Western Europe,-0.1,98,29520.0,1609.0,17
1318,France,Europe & Central Asia,High income,dad,daughter,8.2807045,13.077513,4.8074274,3.3301373,0.72754949,5.5134873,0.98440945,0.86332411,1.0,0.37898776,0.784,0.71,1.0,0.97,0.457,Western Europe,-0.1,98,29520.0,1609.0,17
1319,France,Europe & Central Asia,High income,dad,son,7.8773398,12.403403,4.6813645,3.5887053,0.69336921,5.0785351,1.0,0.83380634,0.7996726,0.37094715,0.784,0.71,1.0,0.97,0.457,Western Europe,-0.1,98,29520.0,1609.0,17
1320,France,Europe & Central Asia,High income,max,all,8.5755987,12.821349,4.7489686,3.4629877,0.68540406,4.9603658,1.0,0.81488192,0.87461686,0.40446669,0.784,0.71,1.0,0.97,0.457,Western Europe,-0.1,98,29520.0,1609.0,17
1321,France,Europe & Central Asia,High income,max,daughter,8.8708916,13.222582,4.7839966,3.3007772,0.69904089,5.1352062,1.0,0.82064837,0.93108094,0.43296528,0.784,0.71,1.0,0.97,0.457,Western Europe,-0.1,98,29520.0,1609.0,17
1322,France,Europe & Central Asia,High income,max,son,8.2868843,12.429054,4.7010884,3.5743632,0.67257631,4.7958984,1.0,0.80938494,0.81005657,0.37703636,0.784,0.71,1.0,0.97,0.457,Western Europe,-0.1,98,29520.0,1609.0,17
1323,France,Europe & Central Asia,High income,mom,all,6.997551,12.7039,4.2102065,3.3888485,0.79323536,6.1178951,1.0,0.85083097,0.9344306,0.47664323,0.784,0.71,1.0,0.97,0.457,Western Europe,-0.1,98,29520.0,1609.0,17
1324,France,Europe & Central Asia,High income,mom,daughter,7.1828485,13.045932,4.2354445,3.2455573,0.8102119,6.3216815,1.0,0.85182589,0.95516109,0.55201387,0.784,0.71,1.0,0.97,0.457,Western Europe,-0.1,98,29520.0,1609.0,17
1325,France,Europe & Central Asia,High income,mom,son,6.8087349,12.355372,4.1796322,3.4974904,0.77626467,5.9141798,1.0,0.84980649,0.91156614,0.40068915,0.784,0.71,1.0,0.97,0.457,Western Europe,-0.1,98,29520.0,1609.0,17
1326,France,Europe & Central Asia,High income,avg,all,8.7345257,14.219177,4.4891548,3.426059,0.77229047,6.2443404,1.0,0.85920572,0.87483317,0.54772139,0.784,0.71,1.0,0.97,0.457,Western Europe,-0.1,98,29520.0,1609.0,17
1327,France,Europe & Central Asia,High income,avg,daughter,8.6588621,14.347607,4.617003,3.372735,0.78147167,6.5590162,1.0,0.88282251,0.82494408,0.55823439,0.784,0.71,1.0,0.97,0.457,Western Europe,-0.1,98,29520.0,1609.0,17
1328,France,Europe & Central Asia,High income,avg,son,8.8214045,14.071712,4.3409281,3.4840178,0.76206911,5.8940101,1.0,0.82898265,0.92999893,0.53793913,0.784,0.71,1.0,0.97,0.457,Western Europe,-0.1,98,29520.0,1609.0,17
1329,France,Europe & Central Asia,High income,dad,all,9.1552601,14.179874,4.9478106,3.4399934,0.73171318,6.0057778,0.98281491,0.87683153,0.89314836,0.49044222,0.784,0.71,1.0,0.97,0.457,Western Europe,-0.1,98,29520.0,1609.0,17
1330,France,Europe & Central Asia,High income,dad,daughter,9.0357161,14.268064,5.0990248,3.4155889,0.76504433,6.3422041,0.97200507,0.8922047,0.96720546,0.51389956,0.784,0.71,1.0,0.97,0.457,Western Europe,-0.1,98,29520.0,1609.0,17
1331,France,Europe & Central Asia,High income,dad,son,9.2904224,14.080163,4.7725339,3.4681003,0.69491625,5.6343689,1.0,0.85848391,0.80984366,0.46827185,0.784,0.71,1.0,0.97,0.457,Western Europe,-0.1,98,29520.0,1609.0,17
1332,France,Europe & Central Asia,High income,max,all,9.9433355,14.219177,4.9569192,3.426059,0.69241881,5.37287,1.0,0.86262023,0.86979562,0.47907844,0.784,0.71,1.0,0.97,0.457,Western Europe,-0.1,98,29520.0,1609.0,17
1333,France,Europe & Central Asia,High income,max,daughter,9.8690853,14.347607,5.0600619,3.372735,0.72573888,5.7111006,1.0,0.88042033,0.89817762,0.50666553,0.784,0.71,1.0,0.97,0.457,Western Europe,-0.1,98,29520.0,1609.0,17
1334,France,Europe & Central Asia,High income,max,son,10.028593,14.071712,4.8396878,3.4840178,0.65530258,4.9961042,1.0,0.83987683,0.8379122,0.45210266,0.784,0.71,1.0,0.97,0.457,Western Europe,-0.1,98,29520.0,1609.0,17
1335,France,Europe & Central Asia,High income,mom,all,8.2885303,14.102012,4.8635716,3.4028661,0.77899075,6.5484042,1.0,0.88412315,0.89698285,0.51733452,0.784,0.71,1.0,0.97,0.457,Western Europe,-0.1,98,29520.0,1609.0,17
1336,France,Europe & Central Asia,High income,mom,daughter,8.1308432,14.28647,4.9684896,3.353477,0.82096189,6.9704075,1.0,0.90027004,0.89253438,0.60009438,0.784,0.71,1.0,0.97,0.457,Western Europe,-0.1,98,29520.0,1609.0,17
1337,France,Europe & Central Asia,High income,mom,son,8.4700098,13.889721,4.7382703,3.449914,0.7312988,6.0688806,1.0,0.86445123,0.90150553,0.43618473,0.784,0.71,1.0,0.97,0.457,Western Europe,-0.1,98,29520.0,1609.0,17
1338,France,Europe & Central Asia,High income,avg,all,10.553247,14.884449,4.2194414,2.9779027,0.72931629,5.2745957,0.98679727,0.9468897,0.92733192,0.52267766,0.784,0.71,1.0,0.97,0.457,Western Europe,-0.1,98,29520.0,1609.0,17
1339,France,Europe & Central Asia,High income,avg,daughter,10.246906,14.986342,4.3650613,2.9738929,0.74441171,5.5988145,0.98234308,0.9755795,0.88203853,0.55432642,0.784,0.71,1.0,0.97,0.457,Western Europe,-0.1,98,29520.0,1609.0,17
1340,France,Europe & Central Asia,High income,avg,son,10.852524,14.784907,4.055202,2.9821498,0.71357107,4.9364209,1.0,0.92012024,0.97630084,0.49135852,0.784,0.71,1.0,0.97,0.457,Western Europe,-0.1,98,29520.0,1609.0,17
1341,France,Europe & Central Asia,High income,dad,all,10.983656,14.794725,4.62783,2.9995999,0.67598933,4.995656,0.98852694,0.9510107,0.88883871,0.46864247,0.784,0.71,1.0,0.97,0.457,Western Europe,-0.1,98,29520.0,1609.0,17
1342,France,Europe & Central Asia,High income,dad,daughter,10.684599,14.864052,4.7852778,3.0258574,0.7023598,5.2680492,0.9845618,0.96861511,0.89463347,0.49618283,0.784,0.71,1.0,0.97,0.457,Western Europe,-0.1,98,29520.0,1609.0,17
1343,France,Europe & Central Asia,High income,dad,son,11.276463,14.726848,4.4544826,2.975682,0.6480006,4.7065463,1.0,0.93441617,0.88170034,0.44072294,0.784,0.71,1.0,0.97,0.457,Western Europe,-0.1,98,29520.0,1609.0,17
1344,France,Europe & Central Asia,High income,max,all,11.836437,14.884449,4.4032741,2.9779027,0.62012404,4.3064985,0.98679727,0.94401729,0.90971988,0.4534989,0.784,0.71,1.0,0.97,0.457,Western Europe,-0.1,98,29520.0,1609.0,17
1345,France,Europe & Central Asia,High income,max,daughter,11.51618,14.986342,4.6036229,2.9738929,0.66215181,4.6118822,0.98234308,0.97448444,0.8574236,0.5051679,0.784,0.71,1.0,0.97,0.457,Western Europe,-0.1,98,29520.0,1609.0,17
1346,France,Europe & Central Asia,High income,max,son,12.149308,14.784907,4.1803145,2.9821498,0.57479668,3.9771397,1.0,0.91509926,0.97973573,0.40070695,0.784,0.71,1.0,0.97,0.457,Western Europe,-0.1,98,29520.0,1609.0,17
1347,France,Europe & Central Asia,High income,mom,all,10.137959,14.728037,4.6642947,3.0333335,0.71487921,5.4980946,0.99465299,0.93000239,0.92964965,0.49420491,0.784,0.71,1.0,0.97,0.457,Western Europe,-0.1,98,29520.0,1609.0,17
1348,France,Europe & Central Asia,High income,mom,daughter,9.9091349,14.719918,4.7803321,3.0749283,0.72937286,5.6078839,0.99193954,0.93575674,0.89423883,0.53415883,0.784,0.71,1.0,0.97,0.457,Western Europe,-0.1,98,29520.0,1609.0,17
1349,France,Europe & Central Asia,High income,mom,son,10.37149,14.736322,4.5362797,2.9937322,0.69938499,5.3807249,1.0,0.92488623,0.96233833,0.44987875,0.784,0.71,1.0,0.97,0.457,Western Europe,-0.1,98,29520.0,1609.0,17
1413,United Kingdom,Europe & Central Asia,High income,dad,all,7.8231254,12.482573,3.9010637,3.4873362,0.56283414,5.3323269,1.0,0.58018249,0.5677017,0.39212635,0.775,0.716,0.999,0.966,0.419,Northern Europe,0.36,100,31204.0,1455.0,13
1414,United Kingdom,Europe & Central Asia,High income,dad,daughter,7.8249087,12.275515,3.8484218,3.2198341,0.51148576,5.152288,1.0,0.51788819,0.5986203,0.39862746,0.775,0.716,0.999,0.966,0.419,Northern Europe,0.36,100,31204.0,1455.0,13
1415,United Kingdom,Europe & Central Asia,High income,dad,son,7.8212881,12.695918,3.9581149,3.7340395,0.61491972,5.5149503,1.0,0.64576733,0.53238034,0.38688213,0.775,0.716,0.999,0.966,0.419,Northern Europe,0.36,100,31204.0,1455.0,13
1419,United Kingdom,Europe & Central Asia,High income,mom,all,7.258966,12.483715,3.196727,3.4606717,0.60734951,5.7373185,1.0,0.60761911,0.71019119,0.49516231,0.775,0.716,0.999,0.966,0.419,Northern Europe,0.36,100,31204.0,1455.0,13
1420,United Kingdom,Europe & Central Asia,High income,mom,daughter,7.3183298,12.316394,3.2760503,3.1855636,0.54656762,5.5937223,1.0,0.53879768,0.62652427,0.58500135,0.775,0.716,0.999,0.966,0.419,Northern Europe,0.36,100,31204.0,1455.0,13
1421,United Kingdom,Europe & Central Asia,High income,mom,son,7.1954565,12.662721,3.1111782,3.7271256,0.67214465,5.8903956,1.0,0.68004066,0.80001152,0.37644434,0.775,0.716,0.999,0.966,0.419,Northern Europe,0.36,100,31204.0,1455.0,13
1422,United Kingdom,Europe & Central Asia,High income,avg,all,8.0971527,13.36324,3.4721808,3.5355971,0.66850215,5.7540278,0.22431445,0.64721233,0.79624802,0.60344708,0.775,0.716,0.999,0.966,0.419,Northern Europe,0.36,100,31204.0,1455.0,13
1423,United Kingdom,Europe & Central Asia,High income,avg,daughter,8.1655245,13.150982,3.626997,3.451694,0.61795861,5.5613947,0.0,0.59205949,0.74417281,0.57628137,0.775,0.716,0.999,0.966,0.419,Northern Europe,0.36,100,31204.0,1455.0,13
1424,United Kingdom,Europe & Central Asia,High income,avg,son,8.0189142,13.606126,3.2880719,3.6175499,0.72488195,5.968904,1.0,0.70857012,0.86124563,0.62895638,0.775,0.716,0.999,0.966,0.419,Northern Europe,0.36,100,31204.0,1455.0,13
1425,United Kingdom,Europe & Central Asia,High income,dad,all,8.6545525,13.384241,4.3149834,3.5268331,0.64767319,5.65415,0.64394665,0.67448199,0.83800668,0.46446761,0.775,0.716,0.999,0.966,0.419,Northern Europe,0.36,100,31204.0,1455.0,13
1426,United Kingdom,Europe & Central Asia,High income,dad,daughter,8.6477003,13.181367,4.3693423,3.4426694,0.61601132,5.5216184,0.60307783,0.62861496,0.81992334,0.46138814,0.775,0.716,0.999,0.966,0.419,Northern Europe,0.36,100,31204.0,1455.0,13
1427,United Kingdom,Europe & Central Asia,High income,dad,son,8.6620235,13.605456,4.2589669,3.6065986,0.68164641,5.7963567,1.0,0.72310066,0.87381124,0.4672198,0.775,0.716,0.999,0.966,0.419,Northern Europe,0.36,100,31204.0,1455.0,13
1428,United Kingdom,Europe & Central Asia,High income,max,all,9.0928383,13.36324,4.5142412,3.5355971,0.62755549,5.3886728,0.22431445,0.64721233,0.86661708,0.45495659,0.775,0.716,0.999,0.966,0.419,Northern Europe,0.36,100,31204.0,1455.0,13
1429,United Kingdom,Europe & Central Asia,High income,max,daughter,9.1274242,13.150982,4.5638466,3.451694,0.5843128,5.1827679,0.0,0.59205949,0.83038896,0.44498473,0.775,0.716,0.999,0.966,0.419,Northern Europe,0.36,100,31204.0,1455.0,13
1430,United Kingdom,Europe & Central Asia,High income,max,son,9.0532618,13.606126,4.4611864,3.6175499,0.67642081,5.6213512,1.0,0.70857012,0.92458034,0.46529755,0.775,0.716,0.999,0.966,0.419,Northern Europe,0.36,100,31204.0,1455.0,13
1431,United Kingdom,Europe & Central Asia,High income,mom,all,7.7449555,13.300807,3.6932635,3.5290766,0.71393555,6.2565622,0.7543928,0.70070571,0.92439973,0.67848676,0.775,0.716,0.999,0.966,0.419,Northern Europe,0.36,100,31204.0,1455.0,13
1432,United Kingdom,Europe & Central Asia,High income,mom,daughter,7.7971282,13.162437,3.7944524,3.470633,0.67555529,6.1038642,0.53384686,0.66669101,0.87539375,0.63009584,0.775,0.716,0.999,0.966,0.419,Northern Europe,0.36,100,31204.0,1455.0,13
1433,United Kingdom,Europe & Central Asia,High income,mom,son,7.6852469,13.459162,3.5764294,3.5914123,0.75739193,6.4294558,1.0,0.73966044,0.97236627,0.73327583,0.775,0.716,0.999,0.966,0.419,Northern Europe,0.36,100,31204.0,1455.0,13
1434,United Kingdom,Europe & Central Asia,High income,avg,all,9.1573353,14.131901,4.1110721,3.6189098,0.73486966,5.8808317,1.0,0.74107867,0.78097773,0.66442204,0.775,0.716,0.999,0.966,0.419,Northern Europe,0.36,100,31204.0,1455.0,13
1435,United Kingdom,Europe & Central Asia,High income,avg,daughter,9.3614254,14.031251,4.2333055,3.6655192,0.7381348,5.5987778,1.0,0.77893651,0.69507939,0.65746355,0.775,0.716,0.999,0.966,0.419,Northern Europe,0.36,100,31204.0,1455.0,13
1436,United Kingdom,Europe & Central Asia,High income,avg,son,8.9378424,14.240147,3.9683163,3.5689564,0.73146456,6.1749725,1.0,0.70084894,0.85292107,0.67303425,0.775,0.716,0.999,0.966,0.419,Northern Europe,0.36,100,31204.0,1455.0,13
1437,United Kingdom,Europe & Central Asia,High income,dad,all,9.5944271,14.039963,4.8237805,3.5937672,0.71113175,5.7866263,1.0,0.76642621,0.83870512,0.46982786,0.775,0.716,0.999,0.966,0.419,Northern Europe,0.36,100,31204.0,1455.0,13
1438,United Kingdom,Europe & Central Asia,High income,dad,daughter,9.7947416,13.964622,5.000752,3.6876519,0.71767712,5.569025,1.0,0.79192162,0.73483723,0.45804727,0.775,0.716,0.999,0.966,0.419,Northern Europe,0.36,100,31204.0,1455.0,13
1439,United Kingdom,Europe & Central Asia,High income,dad,son,9.3858175,14.118423,4.6278505,3.4951191,0.70464456,6.0022936,1.0,0.7395308,0.90386361,0.48151922,0.775,0.716,0.999,0.966,0.419,Northern Europe,0.36,100,31204.0,1455.0,13
1440,United Kingdom,Europe & Central Asia,High income,max,all,10.30346,14.131901,5.0081587,3.6189098,0.70205849,5.5883336,1.0,0.74107867,0.83238935,0.51403767,0.775,0.716,0.999,0.966,0.419,Northern Europe,0.36,100,31204.0,1455.0,13
1441,United Kingdom,Europe & Central Asia,High income,max,daughter,10.614287,14.031251,5.2320209,3.6655192,0.71290255,5.3419638,1.0,0.77893651,0.7204482,0.49268839,0.775,0.716,0.999,0.966,0.419,Northern Europe,0.36,100,31204.0,1455.0,13
1442,United Kingdom,Europe & Central Asia,High income,max,son,9.9691744,14.240147,4.7385807,3.5689564,0.69145834,5.8291616,1.0,0.70084894,0.90049422,0.53439665,0.775,0.716,0.999,0.966,0.419,Northern Europe,0.36,100,31204.0,1455.0,13
1443,United Kingdom,Europe & Central Asia,High income,mom,all,8.7621641,14.009522,4.3497963,3.5573177,0.78789556,6.440454,1.0,0.78948748,0.88039005,0.66867226,0.775,0.716,0.999,0.966,0.419,Northern Europe,0.36,100,31204.0,1455.0,13
1444,United Kingdom,Europe & Central Asia,High income,mom,daughter,8.8937988,13.92172,4.4562378,3.5570939,0.79920197,6.3117585,1.0,0.81105632,0.86250621,0.64427328,0.775,0.716,0.999,0.966,0.419,Northern Europe,0.36,100,31204.0,1455.0,13
1445,United Kingdom,Europe & Central Asia,High income,mom,son,8.6109056,14.110415,4.2234316,3.5583959,0.77534324,6.5833316,1.0,0.76508278,0.90039098,0.69354713,0.775,0.716,0.999,0.966,0.419,Northern Europe,0.36,100,31204.0,1455.0,13
1446,United Kingdom,Europe & Central Asia,High income,avg,all,10.479026,14.745947,4.3482976,3.5665953,0.70248592,5.5977926,0.0,0.70004982,0.77960068,0.65036803,0.775,0.716,0.999,0.966,0.419,Northern Europe,0.36,100,31204.0,1455.0,13
1448,United Kingdom,Europe & Central Asia,High income,avg,son,10.627939,14.641479,4.3623662,3.6596756,0.69113845,5.2879386,0.0,0.68489605,0.80105633,0.6302098,0.775,0.716,0.999,0.966,0.419,Northern Europe,0.36,100,31204.0,1455.0,13
1449,United Kingdom,Europe & Central Asia,High income,dad,all,10.868759,14.692864,5.1596599,3.5858715,0.72017235,5.8349471,0.70896578,0.76521873,0.80058926,0.58206254,0.775,0.716,0.999,0.966,0.419,Northern Europe,0.36,100,31204.0,1455.0,13
1450,United Kingdom,Europe & Central Asia,High income,dad,daughter,10.763908,14.779252,5.1853218,3.5334313,0.7340219,6.1062713,1.0,0.77642775,0.86922705,0.56185138,0.775,0.716,0.999,0.966,0.419,Northern Europe,0.36,100,31204.0,1455.0,13
1451,United Kingdom,Europe & Central Asia,High income,dad,son,10.973692,14.60641,5.1368599,3.6390886,0.70640898,5.565311,0.0,0.75324982,0.74473745,0.60027707,0.775,0.716,0.999,0.966,0.419,Northern Europe,0.36,100,31204.0,1455.0,13
1452,United Kingdom,Europe & Central Asia,High income,max,all,11.918218,14.745947,5.1177616,3.5665953,0.65441346,5.1390519,0.0,0.70128131,0.70296848,0.56368953,0.775,0.716,0.999,0.966,0.419,Northern Europe,0.36,100,31204.0,1455.0,13
1454,United Kingdom,Europe & Central Asia,High income,max,son,12.029034,14.641479,5.1546068,3.6596756,0.63908499,4.889709,0.0,0.68489605,0.71857715,0.54541749,0.775,0.716,0.999,0.966,0.419,Northern Europe,0.36,100,31204.0,1455.0,13
1455,United Kingdom,Europe & Central Asia,High income,mom,all,10.097138,14.621632,4.6117182,3.5811315,0.74674034,5.9989901,0.80232233,0.77029371,0.83379626,0.60132492,0.775,0.716,0.999,0.966,0.419,Northern Europe,0.36,100,31204.0,1455.0,13
1456,United Kingdom,Europe & Central Asia,High income,mom,daughter,10.004086,14.768186,4.5750437,3.4925358,0.75906503,6.2557483,1.0,0.78903562,0.79502052,0.63701564,0.775,0.716,0.999,0.966,0.419,Northern Europe,0.36,100,31204.0,1455.0,13
1457,United Kingdom,Europe & Central Asia,High income,mom,son,10.189227,14.476597,4.6502337,3.6642697,0.734469,5.7433429,0.69884413,0.75011486,0.86820918,0.56797385,0.775,0.716,0.999,0.966,0.419,Northern Europe,0.36,100,31204.0,1455.0,13
1458,United Kingdom,Europe & Central Asia,High income,avg,all,11.339829,15.154289,4.4473867,3.2054467,0.68494874,5.6154346,1.0,0.70298386,0.7392506,0.62215781,0.775,0.716,0.999,0.966,0.419,Northern Europe,0.36,100,31204.0,1455.0,13
1459,United Kingdom,Europe & Central Asia,High income,avg,daughter,11.329006,15.327687,4.2843976,3.0857646,0.70973468,5.6808333,1.0,0.75201929,0.83067697,0.56985092,0.775,0.716,0.999,0.966,0.419,Northern Europe,0.36,100,31204.0,1455.0,13
1460,United Kingdom,Europe & Central Asia,High income,avg,son,11.350722,14.979771,4.6116691,3.3167667,0.65989548,5.5493307,1.0,0.66134632,0.62763917,0.67614633,0.775,0.716,0.999,0.966,0.419,Northern Europe,0.36,100,31204.0,1455.0,13
1461,United Kingdom,Europe & Central Asia,High income,dad,all,11.399842,14.890654,5.0683951,3.3467617,0.67438883,5.8310676,1.0,0.74075204,0.8024866,0.48667076,0.775,0.716,0.999,0.966,0.419,Northern Europe,0.36,100,31204.0,1455.0,13
1462,United Kingdom,Europe & Central Asia,High income,dad,daughter,11.143579,15.108187,4.8950315,3.2128263,0.73939979,6.0639334,1.0,0.81415969,0.88575387,0.52223676,0.775,0.716,0.999,0.966,0.419,Northern Europe,0.36,100,31204.0,1455.0,13
1463,United Kingdom,Europe & Central Asia,High income,dad,son,11.653616,14.675232,5.2282538,3.4649482,0.60485876,5.5820146,1.0,0.66527003,0.6896764,0.44986919,0.775,0.716,0.999,0.966,0.419,Northern Europe,0.36,100,31204.0,1455.0,13
1464,United Kingdom,Europe & Central Asia,High income,max,all,12.785448,15.154289,5.0031877,3.2054467,0.63062257,5.3052669,1.0,0.70298386,0.68889576,0.50567681,0.775,0.716,0.999,0.966,0.419,Northern Europe,0.36,100,31204.0,1455.0,13
1465,United Kingdom,Europe & Central Asia,High income,max,daughter,12.755092,15.327687,4.7769198,3.0857646,0.67721057,5.2400603,1.0,0.75201929,0.80982953,0.52038699,0.775,0.716,0.999,0.966,0.419,Northern Europe,0.36,100,31204.0,1455.0,13
1466,United Kingdom,Europe & Central Asia,High income,max,son,12.816,14.979771,5.227675,3.3167667,0.58189064,5.3734741,1.0,0.66134632,0.5418992,0.48766041,0.775,0.716,0.999,0.966,0.419,Northern Europe,0.36,100,31204.0,1455.0,13
1467,United Kingdom,Europe & Central Asia,High income,mom,all,11.267126,15.000831,4.8455744,3.2279155,0.69625229,5.8960381,1.0,0.76719373,0.71321017,0.54240686,0.775,0.716,0.999,0.966,0.419,Northern Europe,0.36,100,31204.0,1455.0,13
1468,United Kingdom,Europe & Central Asia,High income,mom,daughter,11.428033,15.106428,4.6555357,3.1100967,0.70885104,5.5863638,1.0,0.78286678,0.74373972,0.5662604,0.775,0.716,0.999,0.966,0.419,Northern Europe,0.36,100,31204.0,1455.0,13
1469,United Kingdom,Europe & Central Asia,High income,mom,son,11.098969,14.890474,5.0367203,3.3468497,0.68309879,6.2193484,1.0,0.75323617,0.67849982,0.51025558,0.775,0.716,0.999,0.966,0.419,Northern Europe,0.36,100,31204.0,1455.0,13
1470,Georgia,Europe & Central Asia,Upper middle income,avg,all,9.9409742,12.666265,4.5585337,2.370929,0.72475606,3.924098,1.0,0.96887702,0.98130107,0.3476668,0.732,0.705,1.0,0.977,0.245,Western Asia,-0.31,92,1313.0,38.0,20
1471,Georgia,Europe & Central Asia,Upper middle income,avg,daughter,9.9742594,12.456054,4.4268637,2.1236992,0.69372171,3.542491,1.0,1.0,0.98705363,0.27574185,0.732,0.705,1.0,0.977,0.245,Western Asia,-0.31,92,1313.0,38.0,20
1472,Georgia,Europe & Central Asia,Upper middle income,avg,son,9.8898582,12.989079,4.7726121,2.684612,0.77467495,4.5379143,1.0,0.93262357,0.97167253,0.47450522,0.732,0.705,1.0,0.977,0.245,Western Asia,-0.31,92,1313.0,38.0,20
1473,Georgia,Europe & Central Asia,Upper middle income,dad,all,10.154675,12.640146,4.8675256,2.3606069,0.748743,3.9371486,1.0,0.97503304,0.98084074,0.33584172,0.732,0.705,1.0,0.977,0.245,Western Asia,-0.31,92,1313.0,38.0,20
1474,Georgia,Europe & Central Asia,Upper middle income,dad,daughter,10.302178,12.437325,4.7007976,2.1206822,0.72244453,3.4902182,1.0,1.0,0.98687214,0.23994538,0.732,0.705,1.0,0.977,0.245,Western Asia,-0.31,92,1313.0,38.0,20
1475,Georgia,Europe & Central Asia,Upper middle income,dad,son,9.9316158,12.946859,5.1213055,2.6630039,0.7877627,4.6002698,1.0,0.94510031,0.97045809,0.4777211,0.732,0.705,1.0,0.977,0.245,Western Asia,-0.31,92,1313.0,38.0,20
1476,Georgia,Europe & Central Asia,Upper middle income,max,all,10.557796,12.666265,4.8374023,2.370929,0.72002232,3.6960673,1.0,0.96887702,0.98058593,0.28674951,0.732,0.705,1.0,0.977,0.245,Western Asia,-0.31,92,1313.0,38.0,20
1477,Georgia,Europe & Central Asia,Upper middle income,max,daughter,10.563772,12.456054,4.7104502,2.1236992,0.69515866,3.3422651,1.0,1.0,0.98700809,0.20691091,0.732,0.705,1.0,0.977,0.245,Western Asia,-0.31,92,1313.0,38.0,20
1478,Georgia,Europe & Central Asia,Upper middle income,max,son,10.548617,12.989079,5.0467544,2.684612,0.75980932,4.2622232,1.0,0.93262357,0.96878082,0.41869885,0.732,0.705,1.0,0.977,0.245,Western Asia,-0.31,92,1313.0,38.0,20
1479,Georgia,Europe & Central Asia,Upper middle income,mom,all,9.6731625,12.610021,4.4813876,2.3562748,0.76588243,3.8878138,1.0,0.9734025,0.98604971,0.35207152,0.732,0.705,1.0,0.977,0.245,Western Asia,-0.31,92,1313.0,38.0,20
1480,Georgia,Europe & Central Asia,Upper middle income,mom,daughter,9.6001911,12.381997,4.2784333,2.1126535,0.74516547,3.4634438,1.0,1.0,0.99099499,0.29982001,0.732,0.705,1.0,0.977,0.245,Western Asia,-0.31,92,1313.0,38.0,20
1481,Georgia,Europe & Central Asia,Upper middle income,mom,son,9.7914009,12.979497,4.8086152,2.6732557,0.80438292,4.6764641,1.0,0.93611121,0.9759438,0.46176404,0.732,0.705,1.0,0.977,0.245,Western Asia,-0.31,92,1313.0,38.0,20
1482,Georgia,Europe & Central Asia,Upper middle income,avg,all,10.326299,12.330278,3.7723083,2.7024281,0.70137239,2.8718457,0.65109575,0.97210163,0.89311117,0.36682329,0.732,0.705,1.0,0.977,0.245,Western Asia,-0.31,92,1313.0,38.0,20
1483,Georgia,Europe & Central Asia,Upper middle income,avg,daughter,10.789686,12.426742,3.5903563,2.2509458,0.6924246,2.6495638,0.53438193,1.0,0.93617821,0.25476882,0.732,0.705,1.0,0.977,0.245,Western Asia,-0.31,92,1313.0,38.0,20
1484,Georgia,Europe & Central Asia,Upper middle income,avg,son,9.5349493,12.165545,3.9526072,3.3377502,0.71506035,3.2118826,0.69256294,0.91083503,0.82391149,0.5331021,0.732,0.705,1.0,0.977,0.245,Western Asia,-0.31,92,1313.0,38.0,20
1485,Georgia,Europe & Central Asia,Upper middle income,dad,all,10.291625,12.318318,4.0949135,2.6946666,0.73089963,3.0069952,0.72631508,0.97791469,0.89969313,0.39636394,0.732,0.705,1.0,0.977,0.245,Western Asia,-0.31,92,1313.0,38.0,20
1486,Georgia,Europe & Central Asia,Upper middle income,dad,daughter,10.789475,12.419115,3.9147232,2.2457428,0.74977785,2.8570936,0.53438193,1.0,0.93574286,0.32977214,0.732,0.705,1.0,0.977,0.245,Western Asia,-0.31,92,1313.0,38.0,20
1487,Georgia,Europe & Central Asia,Upper middle income,dad,son,9.4460402,12.147119,4.26579,3.3228922,0.7024377,3.2329962,0.77599996,0.92519003,0.83227569,0.4786329,0.732,0.705,1.0,0.977,0.245,Western Asia,-0.31,92,1313.0,38.0,20
1488,Georgia,Europe & Central Asia,Upper middle income,max,all,10.834118,12.330278,3.90488,2.7024281,0.69589734,2.5260198,0.65109575,0.97011942,0.89529902,0.36357838,0.732,0.705,1.0,0.977,0.245,Western Asia,-0.31,92,1313.0,38.0,20
1489,Georgia,Europe & Central Asia,Upper middle income,max,daughter,11.266799,12.426742,3.7539642,2.2509458,0.70015669,2.4031162,0.53438193,1.0,0.93391687,0.26002595,0.732,0.705,1.0,0.977,0.245,Western Asia,-0.31,92,1313.0,38.0,20
1490,Georgia,Europe & Central Asia,Upper middle income,max,son,10.095208,12.165545,4.0572381,3.3377502,0.6896168,2.7072446,0.69256294,0.88684398,0.83536148,0.49651587,0.732,0.705,1.0,0.977,0.245,Western Asia,-0.31,92,1313.0,38.0,20
1491,Georgia,Europe & Central Asia,Upper middle income,mom,all,10.231374,12.334345,3.8291078,2.6841879,0.73050159,2.9214082,0.7344377,0.97401851,0.90952051,0.38543051,0.732,0.705,1.0,0.977,0.245,Western Asia,-0.31,92,1313.0,38.0,20
